id,listing_url,scrape_id,last_scraped,source,host_id,host_url,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
258636,https://www.airbnb.com/rooms/258636,20221211170644,2022-12-11,city scrape,948852,https://www.airbnb.com/users/show/948852,Ian,2011-08-09,"Vancouver, Canada",within an hour,100%,0%,f,https://a0.muscache.com/im/users/948852/profile_pic/1319469757/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/948852/profile_pic/1319469757/original.jpg?aki_policy=profile_x_medium,Downtown Vancouver,1,1,"['email', 'phone']",t,t,,Downtown,,49.27839,-123.12852,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$99.00,120,365,120,120,365,365,120,365,,t,6,6,6,77,2022-12-11,53,0,0,2011-12-20,2021-03-31,4.79,4.85,4.4,4.83,4.85,4.9,4.69,,f,1,1,0,0,0.4
653722493018322229,https://www.airbnb.com/rooms/653722493018322229,20221211170644,2022-12-11,city scrape,419113312,https://www.airbnb.com/users/show/419113312,Babita,2021-08-18,"Vancouver, Canada",within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/069c23a2-912a-4691-b426-e30b70598fa2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/069c23a2-912a-4691-b426-e30b70598fa2.jpg?aki_policy=profile_x_medium,East Vancouver,1,1,['phone'],t,t,"Vancouver, British Columbia, Canada",Hastings-Sunrise,,49.26748,-123.02935,Private room in home,Private room,1,,1 private bath,1,1,$58.00,30,365,30,30,1125,1125,30,1125,,t,10,40,70,70,2022-12-11,0,0,0,,,,,,,,,,,t,1,0,1,0,
2216062,https://www.airbnb.com/rooms/2216062,20221211170644,2022-12-11,city scrape,11304608,https://www.airbnb.com/users/show/11304608,Julie,2014-01-14,"Vancouver, Canada",within a day,90%,79%,t,https://a0.muscache.com/im/pictures/user/b471f93b-bec3-4015-87d4-dd6994c28285.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b471f93b-bec3-4015-87d4-dd6994c28285.jpg?aki_policy=profile_x_medium,Kitsilano,1,1,"['email', 'phone']",t,t,,West Point Grey,,49.26992,-123.18596,Entire rental unit,Entire home/apt,4,,1 bath,2,3,$90.00,28,1125,28,28,1125,1125,28,1125,,t,0,0,0,131,2022-12-11,59,6,1,2014-07-02,2022-11-27,4.97,5,5,5,4.98,5,4.93,22-156107,f,1,1,0,0,0.57
22049481,https://www.airbnb.com/rooms/22049481,20221211170644,2022-12-11,city scrape,255350,https://www.airbnb.com/users/show/255350,Elaine,2010-10-07,"Vancouver, Canada",within an hour,100%,100%,t,https://a0.muscache.com/im/users/255350/profile_pic/1340130432/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/255350/profile_pic/1340130432/original.jpg?aki_policy=profile_x_medium,Hastings-Sunrise,1,1,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Hastings-Sunrise,,49.29204,-123.04948,Entire guest suite,Entire home/apt,3,,1 bath,,2,$99.00,3,1124,3,4,1125,1125,3.3,1125,,t,11,11,21,65,2022-12-11,154,8,1,2017-12-24,2022-11-28,4.92,4.96,4.95,4.98,4.95,4.9,4.9,22-156304,f,1,1,0,0,2.55
3678989,https://www.airbnb.com/rooms/3678989,20221211170644,2022-12-11,city scrape,6602654,https://www.airbnb.com/users/show/6602654,Kriszta,2013-05-27,"Vancouver, Canada",within an hour,100%,100%,t,https://a0.muscache.com/im/users/6602654/profile_pic/1369688339/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6602654/profile_pic/1369688339/original.jpg?aki_policy=profile_x_medium,Commercial Drive,1,3,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Grandview-Woodland,,49.27166,-123.06616,Entire guest suite,Entire home/apt,4,,1 bath,1,2,$99.00,2,1125,2,2,1125,1125,2,1125,,t,6,29,51,124,2022-12-11,291,46,3,2014-07-29,2022-11-28,4.74,4.74,4.8,4.94,4.91,4.87,4.77,22-157344,t,1,1,0,0,2.85
17734782,https://www.airbnb.com/rooms/17734782,20221211170644,2022-12-11,city scrape,120948353,https://www.airbnb.com/users/show/120948353,Star,2017-03-15,"Vancouver, Canada",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/3359b0da-7498-438f-be99-b22f098218b4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3359b0da-7498-438f-be99-b22f098218b4.jpg?aki_policy=profile_x_medium,Hastings-Sunrise,1,1,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Hastings-Sunrise,,49.29021,-123.05265,Entire guesthouse,Entire home/apt,3,,1 bath,1,2,$106.00,2,1125,2,2,1125,1125,2,1125,,t,12,39,59,130,2022-12-11,165,32,2,2017-03-27,2022-11-27,4.97,4.99,4.97,4.99,4.97,4.78,4.88,22-156325,f,1,1,0,0,2.37
778354765336632805,https://www.airbnb.com/rooms/778354765336632805,20221211170644,2022-12-11,city scrape,120742101,https://www.airbnb.com/users/show/120742101,Host,2017-03-14,"Vancouver, Canada",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/bf063d5f-679c-4ad3-a723-6421b46741eb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bf063d5f-679c-4ad3-a723-6421b46741eb.jpg?aki_policy=profile_x_medium,West Point Grey,2,20,"['email', 'phone']",t,t,,West Point Grey,,49.270028,-123.2054825,Private room in home,Private room,8,,2.5 baths,4,4,$320.00,2,1125,2,2,1125,1125,2,1125,,t,29,59,89,89,2022-12-11,0,0,0,,,,,,,,,,22-302610,f,2,0,2,0,
24133046,https://www.airbnb.com/rooms/24133046,20221211170644,2022-12-11,city scrape,115868438,https://www.airbnb.com/users/show/115868438,Heidi,2017-02-10,"Vancouver, Canada",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/0d3789bd-9f19-4a30-9b1b-bd2f2294a1e2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0d3789bd-9f19-4a30-9b1b-bd2f2294a1e2.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1,"['email', 'phone']",t,t,,Downtown Eastside,,49.28244,-123.08245,Entire condo,Entire home/apt,4,,1 bath,1,2,$114.00,2,30,2,2,1125,1125,2,1125,,t,23,53,83,166,2022-12-11,47,38,4,2021-08-19,2022-11-24,4.79,4.81,4.96,4.77,4.83,4.21,4.62,22-157572,f,1,1,0,0,2.94
27377931,https://www.airbnb.com/rooms/27377931,20221211170644,2022-12-11,city scrape,206334970,https://www.airbnb.com/users/show/206334970,Leo,2018-07-31,"Vancouver, Canada",within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/8cfb4ed8-ed20-4d10-be15-297c3e8bb254.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8cfb4ed8-ed20-4d10-be15-297c3e8bb254.jpg?aki_policy=profile_x_medium,Downtown Eastside,2,2,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Downtown Eastside,,49.2815,-123.08059,Entire condo,Entire home/apt,3,,1 bath,1,1,$105.00,1,1125,1,1,1125,1125,1,1125,,t,9,13,13,79,2022-12-11,188,53,1,2018-08-12,2022-11-13,4.7,4.83,4.87,4.81,4.72,4.29,4.66,22-156293,f,1,1,0,0,3.56
701091476678730784,https://www.airbnb.com/rooms/701091476678730784,20221211170644,2022-12-11,city scrape,475996850,https://www.airbnb.com/users/show/475996850,Wei Chieh,2022-08-21,"Vancouver, Canada",within a few hours,100%,100%,t,https://a0.muscache.com/im/pictures/user/dc4c470e-1ccd-490e-a2ef-d2d6c93f0a82.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dc4c470e-1ccd-490e-a2ef-d2d6c93f0a82.jpg?aki_policy=profile_x_medium,South Vancouver,4,4,"['email', 'phone']",t,t,,Victoria-Fraserview,,49.2292,-123.05687,Private room in home,Private room,2,,1 private bath,1,1,$80.00,2,30,2,2,30,30,2,30,,t,14,36,36,36,2022-12-11,3,3,0,2022-09-15,2022-10-23,4.67,5,4.67,5,5,4.67,4.67,22-269150,f,4,0,4,0,1.02
695240607527412413,https://www.airbnb.com/rooms/695240607527412413,20221211170644,2022-12-11,city scrape,88508513,https://www.airbnb.com/users/show/88508513,Jasmine,2016-08-07,"Vancouver, Canada",within an hour,100%,92%,f,https://a0.muscache.com/im/pictures/user/02fa7bde-904d-4322-a724-9eb254daacd3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/02fa7bde-904d-4322-a724-9eb254daacd3.jpg?aki_policy=profile_x_medium,Dunbar-Southlands,1,1,"['email', 'phone']",t,t,,Dunbar Southlands,,49.2554,-123.1908,Entire guest suite,Entire home/apt,4,,1 bath,2,2,$200.00,2,1125,2,2,1125,1125,2,1125,,t,13,32,62,147,2022-12-11,6,6,3,2022-09-10,2022-12-04,5,4.67,5,5,5,5,4.83,22-272909,f,1,1,0,0,1.94
27629549,https://www.airbnb.com/rooms/27629549,20221211170644,2022-12-11,city scrape,5438862,https://www.airbnb.com/users/show/5438862,William,2013-03-12,"Vancouver, Canada",within a few hours,87%,59%,f,https://a0.muscache.com/im/pictures/user/d3984a93-ebcf-4b17-9de5-a136225ab0b1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d3984a93-ebcf-4b17-9de5-a136225ab0b1.jpg?aki_policy=profile_x_medium,Oakridge,5,5,"['email', 'phone']",t,t,,Oakridge,,49.23143,-123.11352,Private room in home,Private room,1,,1 shared bath,1,1,$49.00,2,1125,2,2,1125,1125,2,1125,,t,7,7,25,26,2022-12-11,85,2,1,2018-08-23,2022-12-01,4.94,4.98,4.95,4.96,4.96,4.82,4.84,18-614880,f,5,0,5,0,1.62
50009408,https://www.airbnb.com/rooms/50009408,20221211170644,2022-12-11,city scrape,212674897,https://www.airbnb.com/users/show/212674897,Lily,2018-08-30,,within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/cfa9630c-e4db-40ad-bcc1-f86774efcf0d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cfa9630c-e4db-40ad-bcc1-f86774efcf0d.jpg?aki_policy=profile_x_medium,Oakridge,2,11,['phone'],t,t,,Oakridge,,49.22589,-123.12927,Private room in home,Private room,2,,2 shared baths,1,1,$71.00,1,1125,1,5,1125,1125,2.5,1125,,t,24,54,84,84,2022-12-11,17,7,1,2021-06-05,2022-11-19,4.71,4.71,4.76,4.82,4.82,4.76,4.82,21-157148,f,3,0,3,0,0.92
46684140,https://www.airbnb.com/rooms/46684140,20221211170644,2022-12-11,city scrape,370922996,https://www.airbnb.com/users/show/370922996,Shiho,2020-10-06,"Vancouver, Canada",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/cd749544-3c5f-4315-ae0a-4d221596a70b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cd749544-3c5f-4315-ae0a-4d221596a70b.jpg?aki_policy=profile_x_medium,,4,8,"['email', 'phone']",t,t,,Renfrew-Collingwood,,49.24542,-123.02403,Private room in home,Private room,1,,Shared half-bath,,1,$950.00,30,180,30,30,180,180,30,180,,t,29,59,89,179,2022-12-11,0,0,0,,,,,,,,,,,f,3,0,3,0,
644842174214405413,https://www.airbnb.com/rooms/644842174214405413,20221211170644,2022-12-11,city scrape,463232905,https://www.airbnb.com/users/show/463232905,Jamie,2022-06-08,,within a day,75%,50%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,East Vancouver,1,1,"['email', 'phone']",f,f,,Mount Pleasant,,49.26135,-123.10423,Private room in rental unit,Private room,1,,1 shared bath,1,1,$62.00,30,365,30,30,365,365,30,365,,t,30,60,90,365,2022-12-11,0,0,0,,,,,,,,,,,f,1,0,1,0,
12604369,https://www.airbnb.com/rooms/12604369,20221211170644,2022-12-11,city scrape,12590876,https://www.airbnb.com/users/show/12590876,Erin,2014-02-26,"Vancouver, Canada",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/cdca81e7-ad29-4f73-a464-de80c91064f4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cdca81e7-ad29-4f73-a464-de80c91064f4.jpg?aki_policy=profile_x_medium,Riley Park,1,1,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Riley Park,,49.25394,-123.10394,Entire guest suite,Entire home/apt,4,,1 bath,1,2,$159.00,1,1125,1,1,1125,1125,1,1125,,t,18,47,77,159,2022-12-11,356,68,3,2016-07-01,2022-11-22,4.85,4.92,4.94,4.95,4.93,4.95,4.78,22-156377,f,1,1,0,0,4.54
698531260022902563,https://www.airbnb.com/rooms/698531260022902563,20221211170644,2022-12-11,city scrape,291641262,https://www.airbnb.com/users/show/291641262,Helen,2019-09-03,,within a few hours,100%,100%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,Riley Park–Little Mountain,1,1,"['email', 'phone']",f,f,"Vancouver, British Columbia, Canada",Riley Park,,49.2534866,-123.1015492,Entire home,Entire home/apt,2,,1 bath,1,1,$125.00,7,1125,7,7,1125,1125,7,1125,,t,3,12,42,300,2022-12-11,3,3,1,2022-10-01,2022-11-22,5,5,5,5,5,5,5,22-270206,f,1,1,0,0,1.25
562422648543294650,https://www.airbnb.com/rooms/562422648543294650,20221211170644,2022-12-11,city scrape,445100228,https://www.airbnb.com/users/show/445100228,Jacy,2022-02-14,"Vancouver, Canada",a few days or more,0%,N/A,f,https://a0.muscache.com/im/pictures/user/e6190a0b-899c-40e4-a2d1-1ce766ea12b6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e6190a0b-899c-40e4-a2d1-1ce766ea12b6.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",West End,,49.28925,-123.14172,Entire home,Entire home/apt,12,,6 baths,6,5,$300.00,90,180,90,90,180,180,90,180,,t,23,53,83,263,2022-12-11,0,0,0,,,,,,,,,,Exempt,f,1,1,0,0,
15040167,https://www.airbnb.com/rooms/15040167,20221211170644,2022-12-11,city scrape,29412479,https://www.airbnb.com/users/show/29412479,SIV Executive Properties,2015-03-15,"Vancouver, Canada",within an hour,100%,90%,t,https://a0.muscache.com/im/pictures/user/a0622e03-b821-4be9-bdf5-7851430ebe4a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a0622e03-b821-4be9-bdf5-7851430ebe4a.jpg?aki_policy=profile_x_medium,Riley Park,8,11,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Riley Park,,49.25113,-123.11466,Entire home,Entire home/apt,4,,2 baths,2,2,$117.00,30,1125,30,180,1125,1125,108.6,1125,,t,0,21,21,275,2022-12-11,11,2,0,2017-01-19,2022-08-03,4.82,4.91,4.82,4.91,5,5,4.82,,f,8,8,0,0,0.15
14524029,https://www.airbnb.com/rooms/14524029,20221211170644,2022-12-11,city scrape,83812330,https://www.airbnb.com/users/show/83812330,Brenda,2016-07-14,"Vancouver, Canada",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/4ee7c289-3043-414b-bcb9-d440e7f6f927.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4ee7c289-3043-414b-bcb9-d440e7f6f927.jpg?aki_policy=profile_x_medium,South Cambie,2,4,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",South Cambie,,49.25442,-123.12548,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$101.00,3,30,2,3,1125,1125,3,1125,,t,15,34,34,34,2022-12-11,96,14,4,2016-09-12,2022-12-09,4.83,4.91,4.92,4.95,4.94,4.95,4.69,22-156430,f,2,2,0,0,1.26
777840012898582209,https://www.airbnb.com/rooms/777840012898582209,20221211170644,2022-12-11,city scrape,333426323,https://www.airbnb.com/users/show/333426323,Kang,2020-02-04,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/0ee2bd83-d424-4798-9993-fc44ccb53945.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0ee2bd83-d424-4798-9993-fc44ccb53945.jpg?aki_policy=profile_x_medium,Marpole,25,34,"['email', 'phone']",t,t,,Downtown,,49.27610537,-123.1315777,Entire rental unit,Entire home/apt,6,,2 baths,3,3,$363.00,30,365,30,30,365,365,30,365,,t,25,55,85,360,2022-12-11,0,0,0,,,,,,,,,,,t,10,7,3,0,
596964280164101368,https://www.airbnb.com/rooms/596964280164101368,20221211170644,2022-12-11,city scrape,84959468,https://www.airbnb.com/users/show/84959468,Veronica,2016-07-20,"Vancouver, Canada",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/ea334f00-43b0-47a3-af66-47334a5727dc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ea334f00-43b0-47a3-af66-47334a5727dc.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",West End,,49.28226,-123.12513,Entire condo,Entire home/apt,4,,1 bath,1,2,$170.00,30,365,30,30,1125,1125,30,1125,,t,27,27,31,296,2022-12-11,4,4,1,2022-08-11,2022-12-01,5,5,4.75,5,5,5,5,,f,1,1,0,0,0.98
35711231,https://www.airbnb.com/rooms/35711231,20221211170644,2022-12-11,city scrape,177374507,https://www.airbnb.com/users/show/177374507,Milly,2018-03-08,"Vancouver, Canada",within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/c031c63e-4ece-4d5f-839d-fab79781745a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c031c63e-4ece-4d5f-839d-fab79781745a.jpg?aki_policy=profile_x_medium,Central Vancouver,1,2,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Downtown Eastside,,49.28037,-123.10964,Entire condo,Entire home/apt,5,,1 bath,2,3,$150.00,1,1125,1,1,1125,1125,1,1125,,t,12,41,71,71,2022-12-11,64,23,2,2019-07-26,2022-12-04,4.52,4.66,4.3,4.83,4.72,4.83,4.53,20-162700,f,1,1,0,0,1.55
40446482,https://www.airbnb.com/rooms/40446482,20221211170644,2022-12-11,city scrape,162970659,https://www.airbnb.com/users/show/162970659,Ramil,2017-12-17,"Coquitlam, Canada",N/A,N/A,95%,f,https://a0.muscache.com/im/pictures/user/e24216ec-e402-4796-b593-2cc5b011239d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e24216ec-e402-4796-b593-2cc5b011239d.jpg?aki_policy=profile_x_medium,Burnaby,4,8,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Downtown,,49.27429,-123.1147,Entire condo,Entire home/apt,4,,2 baths,2,2,$154.00,30,360,30,30,1125,1125,30,1125,,t,30,60,90,270,2022-12-11,44,23,0,2019-12-28,2022-08-14,4.66,4.7,4.95,4.48,4.75,4.91,4.64,20-326359,f,3,3,0,0,1.22
676803943144678336,https://www.airbnb.com/rooms/676803943144678336,20221211170644,2022-12-11,city scrape,458426683,https://www.airbnb.com/users/show/458426683,Jeff,2022-05-10,,within an hour,100%,91%,t,https://a0.muscache.com/im/pictures/user/a9894a0a-f7bb-4fb0-80ee-9c5b51dc5364.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a9894a0a-f7bb-4fb0-80ee-9c5b51dc5364.jpg?aki_policy=profile_x_medium,Central Vancouver,3,3,"['email', 'phone']",t,t,,Downtown,,49.2785351,-123.1198006,Entire condo,Entire home/apt,5,,1 bath,2,3,$200.00,30,365,30,30,365,365,30,365,,t,9,39,69,69,2022-12-11,5,5,0,2022-07-24,2022-11-01,5,5,5,5,5,5,4.8,22-161023,t,3,3,0,0,1.06
41561238,https://www.airbnb.com/rooms/41561238,20221211170644,2022-12-11,city scrape,251826370,https://www.airbnb.com/users/show/251826370,Richard,2019-03-28,"North Vancouver, Canada",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/2410d6e1-0408-4427-a637-7f204394aa38.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2410d6e1-0408-4427-a637-7f204394aa38.jpg?aki_policy=profile_x_medium,Downtown Vancouver,1,1,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Downtown,,49.27832,-123.12204,Entire condo,Entire home/apt,3,,1 bath,1,1,$147.00,2,1125,2,5,1125,1125,4.8,1125,,t,8,38,68,76,2022-12-11,94,46,1,2020-01-20,2022-11-14,4.78,4.85,4.8,4.78,4.84,4.98,4.74,22-157908,t,1,1,0,0,2.67
619599861618191200,https://www.airbnb.com/rooms/619599861618191200,20221211170644,2022-12-11,city scrape,30899,https://www.airbnb.com/users/show/30899,Rami,2009-08-10,"Vancouver, Canada",within an hour,91%,52%,f,https://a0.muscache.com/im/pictures/user/553029a1-455a-4c1d-84b4-a8eafe73a685.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/553029a1-455a-4c1d-84b4-a8eafe73a685.jpg?aki_policy=profile_x_medium,Downtown Vancouver,28,160,"['email', 'phone']",t,t,,Mount Pleasant,,49.27039,-123.11108,Entire condo,Entire home/apt,6,,2 baths,2,2,$189.00,30,1125,30,30,1125,1125,30,1125,,t,0,9,39,314,2022-12-11,1,1,0,2022-07-01,2022-07-01,5,5,5,5,5,5,5,,f,28,28,0,0,0.18
50492915,https://www.airbnb.com/rooms/50492915,20221211170644,2022-12-11,city scrape,403664688,https://www.airbnb.com/users/show/403664688,Avery,2021-05-26,"Vancouver, Canada",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/18a87f67-d91a-43bb-a2ac-748d8d2e1cfd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/18a87f67-d91a-43bb-a2ac-748d8d2e1cfd.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Downtown,,49.279213,-123.121483,Entire loft,Entire home/apt,2,,1 bath,1,1,$244.00,1,180,1,1,1125,1125,1,1125,,t,4,18,46,128,2022-12-11,152,108,5,2021-07-04,2022-12-08,4.83,4.86,4.86,4.76,4.97,4.96,4.75,23-157434,t,1,1,0,0,8.67
16016323,https://www.airbnb.com/rooms/16016323,20221211170644,2022-12-11,city scrape,32427245,https://www.airbnb.com/users/show/32427245,Scarlet,2015-05-02,"Vancouver, Canada",within a day,90%,100%,t,https://a0.muscache.com/im/pictures/user/59db7c73-c913-4b07-8b50-3544f3bb1aa3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/59db7c73-c913-4b07-8b50-3544f3bb1aa3.jpg?aki_policy=profile_x_medium,Downtown Vancouver,1,1,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",West End,,49.28292,-123.12441,Entire condo,Entire home/apt,2,,1 bath,1,1,$250.00,30,1125,30,30,1125,1125,30,1125,,t,4,7,29,257,2022-12-11,107,3,1,2017-04-25,2022-11-26,4.86,4.92,4.93,4.91,4.96,5,4.8,20-160278,f,1,1,0,0,1.56
47474716,https://www.airbnb.com/rooms/47474716,20221211170644,2022-12-11,city scrape,383221961,https://www.airbnb.com/users/show/383221961,Hang,2021-01-05,"Vancouver, Canada",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/4f2e2a1f-35d2-4303-8ba6-5ada89781355.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4f2e2a1f-35d2-4303-8ba6-5ada89781355.jpg?aki_policy=profile_x_medium,Central Vancouver,2,2,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Downtown,,49.28006,-123.1232,Entire condo,Entire home/apt,6,,1 bath,2,3,$228.00,1,1125,1,2,1125,1125,1.3,1125,,t,5,35,59,59,2022-12-11,150,89,4,2021-01-26,2022-12-01,4.87,4.92,4.91,4.84,4.92,4.93,4.79,22-157300,f,1,1,0,0,6.57
624723728831681250,https://www.airbnb.com/rooms/624723728831681250,20221211170644,2022-12-11,city scrape,88849559,https://www.airbnb.com/users/show/88849559,Rick,2016-08-09,"Vancouver, Canada",within an hour,100%,95%,f,https://a0.muscache.com/im/pictures/user/4be01977-0011-4962-8a1e-6f2610edd91c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4be01977-0011-4962-8a1e-6f2610edd91c.jpg?aki_policy=profile_x_medium,Mill Lake,3,3,['phone'],t,t,"Vancouver, British Columbia, Canada",Downtown,,49.281181,-123.12558,Entire condo,Entire home/apt,2,,1 bath,1,1,$130.00,60,365,30,60,1125,1125,58.7,1125,,t,29,59,89,364,2022-12-11,2,2,0,2022-08-07,2022-11-01,5,5,5,5,5,5,5,,f,1,1,0,0,0.47
54162408,https://www.airbnb.com/rooms/54162408,20221211170644,2022-12-11,city scrape,79383128,https://www.airbnb.com/users/show/79383128,Arash,2016-06-22,"Vancouver, Canada",within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/bc7044af-ff89-4596-8396-ed050161e4df.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bc7044af-ff89-4596-8396-ed050161e4df.jpg?aki_policy=profile_x_medium,Central Vancouver,1,2,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Downtown,,49.27681732,-123.1271286,Entire condo,Entire home/apt,5,,1 bath,2,3,$186.00,1,1125,1,1,1125,1125,1,1125,,t,8,16,39,165,2022-12-11,37,37,5,2022-02-04,2022-12-08,4.76,4.84,4.65,4.84,5,4.68,4.62,22-157978,f,1,1,0,0,3.57
53330434,https://www.airbnb.com/rooms/53330434,20221211170644,2022-12-11,city scrape,24133407,https://www.airbnb.com/users/show/24133407,Naz,2014-11-25,"Vancouver, Canada",N/A,N/A,0%,f,https://a0.muscache.com/im/pictures/user/5fba1f94-c2df-4194-83ff-e189151201a0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5fba1f94-c2df-4194-83ff-e189151201a0.jpg?aki_policy=profile_x_medium,Central Vancouver,1,4,"['email', 'phone']",t,t,,Downtown,,49.27492,-123.1255,Entire condo,Entire home/apt,2,,1 bath,1,1,$100.00,120,150,120,120,1125,1125,120,1125,,t,9,39,69,208,2022-12-11,0,0,0,,,,,,,,,,,f,1,1,0,0,
52899123,https://www.airbnb.com/rooms/52899123,20221211170644,2022-12-11,city scrape,422874211,https://www.airbnb.com/users/show/422874211,Chenier,2021-09-13,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/47a512f4-af91-485c-bae8-d20047f1e863.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/47a512f4-af91-485c-bae8-d20047f1e863.jpg?aki_policy=profile_x_medium,Central Vancouver,1,2,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Downtown,,49.27459,-123.12567,Entire condo,Entire home/apt,2,,1 bath,1,1,$137.00,30,120,30,30,120,120,30,120,,t,0,0,26,116,2022-12-11,3,2,0,2021-11-30,2022-11-02,5,5,5,5,5,5,5,,f,1,1,0,0,0.24
