description,neighborhood_overview,host_about,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,instant_bookable,amenity_smoke_alarm,amenity_kitchen,amenity_wifi,amenity_essentials,amenity_hangers,amenity_hair_dryer,amenity_hot_water,amenity_dishes_and_silverware,amenity_cooking_basics,amenity_refrigerator,amenity_carbon_monoxide_alarm,amenity_shampoo,amenity_iron,amenity_microwave,amenity_fire_extinguisher,amenity_bed_linens,amenity_heating,amenity_washer,amenity_dishwasher,amenity_free_parking_on_premises,amenity_long_term_stays_allowed,amenity_self_check-in,amenity_dedicated_workspace,amenity_oven,amenity_first_aid_kit,amenity_bathtub,amenity_extra_pillows_and_blankets,amenity_hot_water_kettle,amenity_private_entrance,amenity_cleaning_products,host_verification_phone,host_verification_email,host_verification_work_email,host_verification_photographer,log_price,log_host_response_rate,log_host_acceptance_rate,log_host_total_listings_count,log_accommodates,log_minimum_nights,log_maximum_nights,log_availability_30,log_availability_365,log_number_of_reviews,log_review_scores_rating,log_bathrooms,fr_month,fr_day,lr_year,lr_month,lr_day,hs_year,hs_month,hs_day,host_response_time_order,room_type_entire_home_or_apt,bathroom_is_private,ngb_arbutus_ridge,ngb_downtown,ngb_downtown_eastside,ngb_dunbar_southlands,ngb_fairview,ngb_grandview_woodland,ngb_hastings_sunrise,ngb_kensington_cedar_cottage,ngb_kerrisdale,ngb_killarney,ngb_kitsilano,ngb_marpole,ngb_mount_pleasant,ngb_oakridge,ngb_renfrew_collingwood,ngb_riley_park,ngb_shaughnessy,ngb_south_cambie,ngb_strathcona,ngb_sunset,ngb_victoria_fraserview,ngb_west_end,boat,camper/rv,entire_bungalow,entire_cabin,entire_condo,entire_cottage,entire_guest_suite,entire_guesthouse,entire_home,entire_loft,entire_place,entire_rental_unit,entire_serviced_apartment,entire_timeshare,entire_townhouse,entire_vacation_home,entire_villa,floor,private_room_in_bed_and_breakfast,private_room_in_boat,private_room_in_bungalow,private_room_in_camper/rv,private_room_in_casa_particular,private_room_in_condo,private_room_in_cottage,private_room_in_guest_suite,private_room_in_guesthouse,private_room_in_home,private_room_in_hostel,private_room_in_loft,private_room_in_rental_unit,private_room_in_resort,private_room_in_serviced_apartment,private_room_in_tiny_home,private_room_in_townhouse,private_room_in_vacation_home,private_room_in_villa,room_in_aparthotel,room_in_boutique_hotel,room_in_hotel,tiny_home
1,0,1,0,1,1,49.28299,-123.13008,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.23410650459726,4.394449154672439,4.382026634673881,2.302585092994046,1.0986122886681098,3.4339872044851463,5.8888779583328805,0.0,5.662960480135946,4.875197323201151,1.713797927758343,0.6931471805599453,4,30,2023,2,12,2010,1,13,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,49.25636,-123.08636,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,4.605170185988092,4.61512051684126,4.61512051684126,0.6931471805599453,1.3862943611198906,3.4339872044851463,5.902633333401366,0.0,5.3612921657094255,4.343805421853684,1.7613002617433464,0.6931471805599453,2,22,2022,8,28,2010,1,31,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,1,49.23361,-123.05283,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,4.174387269895637,4.61512051684126,4.61512051684126,1.3862943611198906,0.6931471805599453,3.4339872044851463,4.189654742026425,0.0,4.6443908991413725,5.932245187448011,1.742219023667919,0.6931471805599453,7,9,2023,2,28,2010,2,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,1,49.23442,-123.05307,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,4.663439094112067,4.61512051684126,4.61512051684126,1.3862943611198906,1.0986122886681098,3.4339872044851463,4.564348191467836,0.0,4.465908118654584,5.420534999272286,1.747459210331475,0.6931471805599453,11,16,2022,12,16,2010,2,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,49.26216,-123.1715,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,4.948759890378168,4.61512051684126,4.61512051684126,1.6094379124341003,1.9459101490553132,3.4339872044851463,5.902633333401366,0.0,4.983606621708336,2.833213344056216,1.791759469228055,0.6931471805599453,6,1,2021,3,1,2011,10,9,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,49.28086,-123.12375,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,5.135798437050262,4.61512051684126,4.574710978503383,2.772588722239781,1.0986122886681098,3.4339872044851463,5.8888779583328805,0.0,4.543294782270004,3.713572066704308,1.747459210331475,0.6931471805599453,7,4,2022,10,31,2010,4,17,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,49.2792,-123.105,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,4.852030263919617,4.61512051684126,4.61512051684126,2.0794415416798357,1.3862943611198906,3.4339872044851463,7.026426808699636,0.0,5.420534999272286,4.477336814478207,1.6620303625532709,0.6931471805599453,8,6,2022,10,3,2009,11,7,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,49.24677,-123.1048,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,4.836281906951478,4.61512051684126,4.574710978503383,1.0986122886681098,1.3862943611198906,1.6094379124341003,4.61512051684126,2.0794415416798357,5.384495062789089,4.6913478822291435,1.7884205679625405,0.6931471805599453,5,30,2023,2,9,2010,6,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,49.2729,-123.06973,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,4.605170185988092,4.51085950651685,4.499809670330265,0.6931471805599453,1.0986122886681098,1.0986122886681098,7.026426808699636,2.4849066497880004,5.407171771460119,6.278521424165844,1.747459210331475,0.6931471805599453,8,14,2023,3,5,2010,6,25,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,49.28036,-123.1234,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,5.153291594497779,4.61512051684126,4.574710978503383,2.772588722239781,1.3862943611198906,3.4339872044851463,5.902633333401366,0.0,4.477336814478207,3.5553480614894135,1.7561322915849038,0.6931471805599453,8,17,2022,8,21,2010,4,17,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,49.23653,-123.02664,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4.709530201312334,4.61512051684126,4.330733340286331,1.0986122886681098,1.0986122886681098,3.9318256327243257,6.594413459749778,2.4849066497880004,5.849324779946859,0.6931471805599453,1.791759469228055,0.6931471805599453,10,18,2022,10,18,2010,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,49.26778,-123.14674,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,7.576097340623111,4.581892669691393,4.495121834411848,0.6931471805599453,1.0986122886681098,3.4657359027997265,7.026426808699636,0.0,0.0,2.302585092994046,1.7732559976634952,0.6931471805599453,12,25,2016,8,22,2010,9,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,49.28692,-123.13227,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,5.375278407684165,4.61512051684126,3.5263605246161616,1.0986122886681098,1.6094379124341003,3.4339872044851463,5.8888779583328805,2.0794415416798357,5.720311776607412,3.713572066704308,1.7817091333745536,1.0986122886681098,5,15,2015,6,22,2011,1,17,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,49.27836,-123.08716,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,5.62040086571715,4.61512051684126,4.543294782270004,1.6094379124341003,1.6094379124341003,1.3862943611198906,3.828641396489095,2.0794415416798357,2.9444389791664403,3.4965075614664802,1.7817091333745536,0.9162907318741551,7,8,2023,2,20,2009,11,23,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,49.27345,-123.07031,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,5.351858133476067,4.61512051684126,0.0,0.6931471805599453,1.6094379124341003,2.0794415416798357,3.091042453358316,0.0,4.382026634673881,2.5649493574615367,1.776645831418007,0.9162907318741551,12,30,2018,5,23,2011,2,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,49.27591,-123.12359,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,4.867534450455582,4.61512051684126,4.219507705176107,2.302585092994046,1.3862943611198906,3.4339872044851463,7.026426808699636,0.0,5.4638318050256105,3.044522437723423,1.747459210331475,0.6931471805599453,8,21,2022,8,6,2011,2,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,49.2452,-123.16544,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,4.61512051684126,4.61512051684126,4.59511985013459,1.0986122886681098,1.3862943611198906,1.0986122886681098,3.091042453358316,1.9459101490553132,5.420534999272286,6.593044534142437,1.7595805708638197,0.6931471805599453,3,19,2023,3,4,2011,2,27,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,49.27936,-123.12443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,5.0106352940962555,4.581892669691393,4.61512051684126,1.3862943611198906,1.0986122886681098,3.4339872044851463,4.110873864173311,0.0,0.0,5.605802066295998,1.7715567619105355,0.6931471805599453,5,10,2022,10,2,2011,4,19,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,49.24615,-123.09462,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,4.564348191467836,4.61512051684126,4.343805421853684,1.0986122886681098,1.3862943611198906,1.3862943611198906,7.026426808699636,1.0986122886681098,5.267858159063328,6.406879986069314,1.7369512327330598,0.6931471805599453,8,1,2023,3,4,2011,5,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,1,49.24356,-123.04757,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,3.713572066704308,4.61512051684126,4.61512051684126,1.791759469228055,0.6931471805599453,3.4339872044851463,5.902633333401366,0.0,5.081404364984463,3.8066624897703196,1.7227665977411035,0.6931471805599453,8,23,2023,2,28,2011,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,49.26262921288303,-123.1044384134911,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,4.836281906951478,4.61512051684126,4.61512051684126,1.3862943611198906,1.9459101490553132,1.9459101490553132,7.026426808699636,2.0794415416798357,4.406719247264253,5.003946305945459,1.7647307968401356,0.6931471805599453,7,2,2023,3,2,2010,1,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,49.25757,-123.18966,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,5.170483995038151,4.61512051684126,4.61512051684126,1.0986122886681098,1.9459101490553132,1.0986122886681098,3.4011973816621555,0.0,2.5649493574615367,5.365976015021851,1.7698546338400052,1.0986122886681098,8,30,2023,1,3,2011,2,7,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,49.28034,-123.12648,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,5.993961427306569,4.581892669691393,4.495121834411848,0.6931471805599453,1.6094379124341003,2.3978952727983707,3.091042453358316,0.0,0.0,2.0794415416798357,1.7681496035889213,1.0986122886681098,7,26,2019,12,28,2009,6,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
